method,repetitions,timed_probes_per_rep,keep_ratio,mean_vision_ms_mean,mean_vision_ms_std,mean_prune_overhead_ms_mean,mean_prune_overhead_ms_std,mean_language_ms_mean,mean_language_ms_std,mean_forward_ms_mean,mean_forward_ms_std,speedup_vs_full
full,3,95,1.0,9.863593173621778,0.13478510472931285,0.8470917116491157,0.012299187863314518,63.567591058662195,0.05831760134103775,75.30072604534789,0.14482673571045312,1.0
protected,3,95,0.4,10.359626913671955,0.17564643106015937,6.087362662921741,0.12171714427485578,38.03688763158821,0.26627189607436985,55.33016980421451,0.5067676964149328,1.3609343024212481
target,3,95,0.4,10.133595643728448,0.06621590074022005,5.330738041696971,0.05263603716025312,38.03854474324014,0.07997732947903059,54.35395727563127,0.17702682396652533,1.3853770694835457
scope,3,95,0.4,9.727881850854477,0.2152709916131253,42.21377488626004,0.9550453354757327,37.55456932795872,0.19596257052017563,90.72619253818534,1.2696364857127465,0.8299778039693984
coin,3,95,0.4,10.000128817352417,0.22212844392936423,84.60702322006814,1.7995275086530313,37.5150143940884,0.1403060882923289,132.95728314602584,2.0177291706990794,0.5663527733388305
