method,repetitions,timed_probes_per_rep,keep_ratio,mean_vision_ms_mean,mean_vision_ms_std,mean_prune_overhead_ms_mean,mean_prune_overhead_ms_std,mean_language_ms_mean,mean_language_ms_std,mean_forward_ms_mean,mean_forward_ms_std,speedup_vs_full
full,3,95,1.0,10.24201213210625,0.2102153123945235,0.8734703876829722,0.013187295583816372,63.62460812619119,0.12513386800082266,75.80192916119765,0.37545158935400863,1.0
protected,3,95,0.4,9.98862746678162,0.14224093211878866,5.9097147906166425,0.00817323874339639,37.8125167157697,0.07315864698997489,54.549203849838754,0.12316193831038698,1.3896065168955114
scope,3,95,0.4,9.578327602592477,0.5135429628843328,41.80346462352757,3.0591910872757335,37.85273626266995,0.47282952417435503,90.50098264736957,4.090682460997985,0.8375812830293158
