label,left,right,n,n_negative,acc_left,acc_right,acc_diff,acc_diff_ci_low,acc_diff_ci_high,acc_boot_p_two_sided,acc_mcnemar_b,acc_mcnemar_c,acc_mcnemar_p,hfpr_left,hfpr_right,hfpr_diff,hfpr_diff_ci_low,hfpr_diff_ci_high,hfpr_boot_p_two_sided,hfpr_mcnemar_b,hfpr_mcnemar_c,hfpr_mcnemar_p
alpha0-vs-alpha1,runs/official_baseline_extension/scope_pure_coverage_alpha0/conf_llava15_7b_scope_alpha0_0p40,runs/textocr_confirmation/llava15_7b_scope_0p40,1000,500,0.579,0.586,-0.007000000000000006,-0.03,0.016,0.5802,66,73,0.6109736899560235,0.648,0.562,0.08599999999999997,0.052206703260920126,0.11937526244483704,0.0,60,17,8.909847968334874e-07
